Area,Name,Address,Rating,Total Reviews,Phone Number,Website,Price Level,Google Maps URL,Opening Hours,Description
DHA,Cafeela DHA,"Main Shahbaz Commercial Area Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi",4.2,1941,(021) 111 112 999,http://www.cafeela.pk/,2,https://maps.google.com/?cid=1218014574516386067,"Monday: 11:30 AM – 12:00 AM, Tuesday: 11:30 AM – 12:00 AM, Wednesday: 11:30 AM – 12:00 AM, Thursday: 11:30 AM – 12:00 AM, Friday: 11:30 AM – 12:00 AM, Saturday: 11:30 AM – 12:00 AM, Sunday: 8:30 AM – 12:00 AM",
DHA,Espresso Shahbaz DHA,"Ground Floor, 7-C Khayaban-e-Shahbaz, Main Shahbaz Commercial Area Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi",4.2,2282,(021) 111 393 377,http://www.espresso.com.pk/,3,https://maps.google.com/?cid=12385670248528140996,"Monday: 8:00 AM – 1:00 AM, Tuesday: 8:00 AM – 1:00 AM, Wednesday: 8:00 AM – 1:00 AM, Thursday: 8:00 AM – 1:00 AM, Friday: 8:00 AM – 2:00 AM, Saturday: 8:00 AM – 2:00 AM, Sunday: 8:00 AM – 1:00 AM",
Do Darya,Eatalia Pizzeria,"shop 1, Q3QJ+5H2, D.H.A. Phase 8 Zulfiqar & Al Murtaza Commercial Area Phase 8 Defence Housing Authority, Karachi",4.4,511,0319 3282542,http://eatalia.pk/,2,https://maps.google.com/?cid=5706446295912818673,"Monday: 12:00 PM – 2:00 AM, Tuesday: 12:00 PM – 2:00 AM, Wednesday: 12:00 PM – 2:00 AM, Thursday: 12:00 PM – 2:00 AM, Friday: 12:00 PM – 2:00 AM, Saturday: 12:00 PM – 2:00 AM, Sunday: 12:00 PM – 2:00 AM",
Do Darya,Steak By CFU,"Building # 11C, 10th Zulfiqar Commercial Street, D.H.A. Phase 8 Zulfiqar & Al Murtaza Commercial Area Phase 8 Defence Housing Authority, Karachi",4.2,2065,0311 1000238,http://www.cfu.com.pk/,4,https://maps.google.com/?cid=3841016970074023028,"Monday: 6:00 PM – 1:00 AM, Tuesday: 6:00 PM – 1:00 AM, Wednesday: 6:00 PM – 1:00 AM, Thursday: 6:00 PM – 1:00 AM, Friday: 6:00 PM – 1:00 AM, Saturday: 6:00 AM – 1:00 AM, Sunday: 6:00 AM – 12:30 PM",
Tipu Sultan,Jamil's Restaurant - Dhoraji,"CP Bearar Society, 136 Ghazi Salahuddin Road, C.P. & Berar Society Cp & Berar Chs, Karachi",4,3576,(021) 38892226,https://jamilsrestaurant.com.pk/,2,https://maps.google.com/?cid=14138364776596810153,"Monday: 11:00 AM – 1:00 AM, Tuesday: 11:00 AM – 1:00 AM, Wednesday: 11:00 AM – 1:00 AM, Thursday: 11:00 AM – 1:00 AM, Friday: 11:00 AM – 1:00 AM, Saturday: 11:00 AM – 1:00 AM, Sunday: 11:00 AM – 1:00 AM",
Tipu Sultan,Rosati Bistro,"Main, B 12 Shahra-e-Faisal, Karsaz KDA Scheme 1, Karachi",3.9,5452,0300 0884220,,3,https://maps.google.com/?cid=15466114486480585216,"Monday: 12:00 PM – 1:00 AM, Tuesday: 12:00 PM – 1:00 AM, Wednesday: 12:00 PM – 1:00 AM, Thursday: 12:00 PM – 1:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 1:00 AM",
Tipu Sultan,Rangoli Restaurant,"Karsaz Rd, Karsaz Faisal Cantonment, Karachi",4.1,4829,(021) 99245287,,2,https://maps.google.com/?cid=4289583510329493386,"Monday: 12:30 – 11:00 PM, Tuesday: 12:30 – 11:00 PM, Wednesday: 12:30 – 11:00 PM, Thursday: 12:30 – 11:00 PM, Friday: 12:30 – 11:00 PM, Saturday: 12:30 – 11:00 PM, Sunday: 12:30 – 11:00 PM",
Tipu Sultan,Peking Chinese Restaurant,"A-32 Bahadur Shah Zafar Road, Bahadurabad BMCHS Sharafabad, Karachi",4.2,837,(021) 34949353,,2,https://maps.google.com/?cid=10576225584953492052,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 6:00 – 11:00 PM",
Tipu Sultan,Del Frio - SMCHS,"103 A, Al Zaiby Arcade،, Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi",4.1,5100,(021) 111 454 647,http://delfrio.com.pk/,2,https://maps.google.com/?cid=5776059056831618837,"Monday: 8:00 AM – 12:30 AM, Tuesday: 8:00 AM – 12:30 AM, Wednesday: 8:00 AM – 12:30 AM, Thursday: 8:00 AM – 12:30 AM, Friday: 8:00 AM – 12:30 AM, Saturday: 8:00 AM – 12:30 AM, Sunday: 8:00 AM – 12:30 AM",
Bahadurabad,Jamil's Restaurant - Dhoraji,"CP Bearar Society, 136 Ghazi Salahuddin Road, C.P. & Berar Society Cp & Berar Chs, Karachi",4,3576,(021) 38892226,https://jamilsrestaurant.com.pk/,2,https://maps.google.com/?cid=14138364776596810153,"Monday: 11:00 AM – 1:00 AM, Tuesday: 11:00 AM – 1:00 AM, Wednesday: 11:00 AM – 1:00 AM, Thursday: 11:00 AM – 1:00 AM, Friday: 11:00 AM – 1:00 AM, Saturday: 11:00 AM – 1:00 AM, Sunday: 11:00 AM – 1:00 AM",
Bahadurabad,Rangoli Restaurant,"Karsaz Rd, Karsaz Faisal Cantonment, Karachi",4.1,4829,(021) 99245287,,2,https://maps.google.com/?cid=4289583510329493386,"Monday: 12:30 – 11:00 PM, Tuesday: 12:30 – 11:00 PM, Wednesday: 12:30 – 11:00 PM, Thursday: 12:30 – 11:00 PM, Friday: 12:30 – 11:00 PM, Saturday: 12:30 – 11:00 PM, Sunday: 12:30 – 11:00 PM",
Bahadurabad,Peking Chinese Restaurant,"A-32 Bahadur Shah Zafar Road, Bahadurabad BMCHS Sharafabad, Karachi",4.2,837,(021) 34949353,,2,https://maps.google.com/?cid=10576225584953492052,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 6:00 – 11:00 PM",
Bahadurabad,Memon Bite & Fast Food,"C, 45, Dhoraji Dhoraji Society, Karachi",3.7,194,0321 2480445,,2,https://maps.google.com/?cid=2518608506226761856,,
Tariq Road,Peking Chinese Restaurant,"A-32 Bahadur Shah Zafar Road, Bahadurabad BMCHS Sharafabad, Karachi",4.2,837,(021) 34949353,,2,https://maps.google.com/?cid=10576225584953492052,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 6:00 – 11:00 PM",
Tariq Road,Mandi House,"Shaheed-e-Millat Rd, Delhi Mercantile Society Pakistan Employees Co-Operative Housing Society, Karachi",4.4,9266,0331 0222233,https://mandihouse.pk/,2,https://maps.google.com/?cid=7157558834277326572,"Monday: 12:00 PM – 12:30 AM, Tuesday: 12:00 PM – 12:30 AM, Wednesday: 12:00 PM – 12:30 AM, Thursday: 12:00 PM – 12:30 AM, Friday: 12:00 PM – 12:30 AM, Saturday: 12:00 PM – 12:30 AM, Sunday: 12:00 PM – 12:30 AM",
PECHS,Hanifia - New Town,"Jama Masjid, Shop No. 14 New Town, Jamshed Quarters Allama Binori Town, Karachi",4,1741,0335 1234501,http://www.hanifia.com/,2,https://maps.google.com/?cid=13732171994327059288,"Monday: 1:00 PM – 3:00 AM, Tuesday: 1:00 PM – 3:00 AM, Wednesday: 1:00 PM – 3:00 AM, Thursday: 1:00 PM – 3:00 AM, Friday: 1:00 PM – 4:00 AM, Saturday: 1:00 PM – 4:00 AM, Sunday: 12:00 PM – 3:00 AM",
Gulshan,Kashif Foods,"Qamar Square, Meezan Bank, Block 2 Gulshan-e-Iqbal, Karachi",4.1,4629,0321 2749000,https://www.facebook.com/kashiffoods,2,https://maps.google.com/?cid=6550480057003404275,"Monday: 12:00 – 11:30 PM, Tuesday: 12:00 – 11:30 PM, Wednesday: 12:00 – 11:30 PM, Thursday: 12:00 – 11:30 PM, Friday: 2:00 AM – 12:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: 12:00 – 11:30 PM",
Ittehad,Cafeela DHA,"Main Shahbaz Commercial Area Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi",4.2,1941,(021) 111 112 999,http://www.cafeela.pk/,2,https://maps.google.com/?cid=1218014574516386067,"Monday: 11:30 AM – 12:00 AM, Tuesday: 11:30 AM – 12:00 AM, Wednesday: 11:30 AM – 12:00 AM, Thursday: 11:30 AM – 12:00 AM, Friday: 11:30 AM – 12:00 AM, Saturday: 11:30 AM – 12:00 AM, Sunday: 8:30 AM – 12:00 AM",
Ittehad,Lals Patisserie - Khy-e-Shahbaz,"5-C, Khayaban-e-Shahbaz, Main Shahbaz Commercial Area Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi",4.2,1235,0304 1115257,https://www.lalschocolates.com/,3,https://maps.google.com/?cid=12250479672930039169,"Monday: 10:00 AM – 11:00 PM, Tuesday: 10:00 AM – 11:00 PM, Wednesday: 10:00 AM – 11:00 PM, Thursday: 10:00 AM – 11:00 PM, Friday: 10:00 AM – 12:00 AM, Saturday: 10:00 AM – 12:00 AM, Sunday: 10:00 AM – 11:00 PM",
Ittehad,Xander's DHA Bukhari,"48-C, Bukhari Commercial, Lane 13، Main Khayaban-e-Shujaat, Bukhari Commercial Area Phase 6 Defence Housing Authority, Karachi",4.3,3398,(021) 35250408,http://www.xanders.pk/,3,https://maps.google.com/?cid=8587896242971552828,"Monday: 8:00 AM – 12:00 AM, Tuesday: 8:00 AM – 12:00 AM, Wednesday: 8:00 AM – 12:00 AM, Thursday: 8:00 AM – 12:00 AM, Friday: 8:00 AM – 1:00 AM, Saturday: 8:00 AM – 1:00 AM, Sunday: 8:00 AM – 12:00 AM",
Ittehad,Evergreen Cafe,"45-C, 45c Khayaban-e-Seher, D.H.A Phase 6 Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi",4.3,1431,(021) 35841288,http://www.evergreenfoods.pk/,3,https://maps.google.com/?cid=14582659585833618181,"Monday: 8:00 AM – 12:00 AM, Tuesday: 8:00 AM – 12:00 AM, Wednesday: 8:00 AM – 12:00 AM, Thursday: 8:00 AM – 12:00 AM, Friday: 8:00 AM – 12:00 AM, Saturday: 8:00 AM – 12:00 AM, Sunday: 8:00 AM – 12:00 AM",
Ittehad,Chop Chop Wok,"Q2WW+G6C, 57-C Khayaban-e-Badar, DHA Phase 5 Badar Commercial Area Defence V Defence Housing Authority, Karachi",4.3,3311,(021) 111 965 111,https://chopchopwok.pk/,2,https://maps.google.com/?cid=3362017334428829029,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 12:00 AM",
Ittehad,Daily Dubai Restaurant,"57-C 10th Badar Commercial Street, DHA Phase 5 Badar Commercial Area Defence V Defence Housing Authority, Karachi",4.2,4211,(021) 111 111 337,https://dailydubairestaurant.com/,2,https://maps.google.com/?cid=5981048483839118128,"Monday: 9:00 AM – 12:30 AM, Tuesday: 9:00 AM – 12:30 AM, Wednesday: 9:00 AM – 12:30 AM, Thursday: 9:00 AM – 12:30 AM, Friday: 9:00 AM – 12:30 AM, Saturday: 9:00 AM – 12:30 AM, Sunday: 9:00 AM – 12:30 AM",
Ittehad,Ginsoy - Shahbaz HQ,"Ground Floor, 46-1 Khayaban-e-Shahbaz, D.H.A Phase 6 Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi",4.3,5028,(021) 111 446 769,http://ginsoy.com/,2,https://maps.google.com/?cid=6919942408124212324,"Monday: 12:30 PM – 12:00 AM, Tuesday: 12:30 PM – 12:00 AM, Wednesday: 12:30 PM – 12:00 AM, Thursday: 12:30 PM – 12:00 AM, Friday: 12:30 PM – 12:00 AM, Saturday: 12:30 PM – 12:30 AM, Sunday: 12:30 PM – 12:30 AM",
Ittehad,Espresso Shahbaz DHA,"Ground Floor, 7-C Khayaban-e-Shahbaz, Main Shahbaz Commercial Area Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi",4.2,2283,(021) 111 393 377,http://www.espresso.com.pk/,3,https://maps.google.com/?cid=12385670248528140996,"Monday: 8:00 AM – 1:00 AM, Tuesday: 8:00 AM – 1:00 AM, Wednesday: 8:00 AM – 1:00 AM, Thursday: 8:00 AM – 1:00 AM, Friday: 8:00 AM – 2:00 AM, Saturday: 8:00 AM – 2:00 AM, Sunday: 8:00 AM – 1:00 AM",
Ittehad,Ginsoy - Khayaban e Seher Takeaway & Delivery Branch,"R356+4V5, Main Shahbaz Commercial Area Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi",4.1,445,(021) 111 446 769,http://order.ginsoy.com/,2,https://maps.google.com/?cid=18136242564979005599,"Monday: 12:30 PM – 12:00 AM, Tuesday: 12:30 PM – 12:00 AM, Wednesday: 12:30 PM – 12:00 AM, Thursday: 12:30 PM – 12:00 AM, Friday: 12:30 PM – 12:00 AM, Saturday: 12:30 PM – 12:30 AM, Sunday: 12:30 PM – 12:30 AM",
Shaheed-e-Millat,Peking Chinese Restaurant,"A-32 Bahadur Shah Zafar Road, Bahadurabad BMCHS Sharafabad, Karachi",4.2,837,(021) 34949353,,2,https://maps.google.com/?cid=10576225584953492052,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 6:00 – 11:00 PM",
Shaheed-e-Millat,Meat The Cheese - Tipu Sultan Rd,"Tipu Sultan Rd, Karachi Memon Co-operative Housing Society Karachi Memon Society Pakistan Employees Co-Operative Housing Society, Karachi",4.2,2416,0311 1243373,https://m.facebook.com/MeatTheCheeseOfficial/,3,https://maps.google.com/?cid=13878702302407102301,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 11:00 PM",
Shaheed-e-Millat,Angeethi - Tipu Sultan Rd,"Shop no 6 & 7, Roshan Tower, Tipu Sultan Rd, Karachi Memon Co-operative Housing Society Jinnah Housing Society Karachi",4,2394,(021) 38899996,https://angeethipk.com/,3,https://maps.google.com/?cid=6403634536674053501,"Monday: 12:00 PM – 1:00 AM, Tuesday: 12:00 PM – 1:00 AM, Wednesday: 12:00 PM – 1:00 AM, Thursday: 12:00 PM – 1:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 1:00 AM",
Shaheed-e-Millat,Coconut Grove,"Plot #36, Block 7/8, Modern Cooperative Housing Society, Main Tipu Sultan Rd, Karachi",4.2,4796,0305 7774444,https://onlinemenu.pk/coconut-grove-menu/,4,https://maps.google.com/?cid=2060313789583471154,"Monday: 12:30 – 11:30 PM, Tuesday: 12:30 – 11:30 PM, Wednesday: 12:30 – 11:30 PM, Thursday: 12:30 – 11:30 PM, Friday: 12:30 PM – 12:00 AM, Saturday: 12:30 PM – 12:00 AM, Sunday: 6:00 PM – 12:00 AM",
Shaheed-e-Millat,Das Numberi - Tipu Sultan,"44, Karachi Memon Co-operative Housing Society Jinnah Housing Society Pakistan Employees Co-Operative Housing Society, Karachi",4.2,903,0349 6862374,https://dusnumberi.com/,2,https://maps.google.com/?cid=2557967157028852321,"Monday: 12:00 PM – 1:00 AM, Tuesday: 12:00 PM – 1:00 AM, Wednesday: 12:00 PM – 1:00 AM, Thursday: 12:00 PM – 1:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 1:00 AM",
Shaheed-e-Millat,Bella Vita - Tipu Sultan,"1A Tipu Sultan Rd, Karachi Memon Co-operative Housing Society Jinnah Housing Society Pakistan Employees Co-Operative Housing Society, Karachi",4.1,2776,(021) 111 435 286,http://bellavita.com.pk/,3,https://maps.google.com/?cid=15952524399652234854,"Monday: 8:00 AM – 12:00 AM, Tuesday: 8:00 AM – 12:00 AM, Wednesday: 8:00 AM – 12:00 AM, Thursday: 8:00 AM – 12:00 AM, Friday: 8:00 AM – 12:00 AM, Saturday: 8:00 AM – 12:00 AM, Sunday: 8:00 AM – 12:00 AM",
